upc;filename;etat;gencod;prix_final;prix_base;nom;reference;id;short_description;quantite;manufacturer;categorie;unite;prix_unite;profondeur;weight;feature;minimal_quantity;;;
172014053;centraleachatexport.com/27103-small_default/ato-pocket-cologne-narta.jpg;1;3,60055E+12;12.0312;12.031200;Ato pocket cologne  narta;556084;7708;Ato pocket cologne  narta NARTA L'atomisateur 100 ml;9995;NARTA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002646;0.600000;Conditionnement-L'atomisateur 100 ml,Unité par carton-6,NB carton/palette-420;1;;;
172014054;centraleachatexport.com/27104-small_default/ato-pocket-invisiblnarta.jpg;1;3,60055E+12;12.0312;12.031200;Ato pocket invisibl.narta;556068;7709;Ato pocket invisibl.narta NARTA L'atomisateur 100 ml;9995;NARTA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.001638;0.600000;Conditionnement-L'atomisateur 100 ml,Unité par carton-6,NB carton/palette-420;1;;;
172014055;centraleachatexport.com/27105-small_default/mini-deodorant-pocket-pierre-d-alun.jpg;1;3,60055E+12;12.0312;12.031200;Mini Déodorant Pocket Pierre d'Alun;556043;7710;Mini Déodorant Pocket Pierre d'Alun NARTA;9995;NARTA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.001638;0.600000;Unité par carton-6,NB carton/palette-420;1;;;
172014056;centraleachatexport.com/30131-small_default/deodorant-ice-dive.jpg;1;3,60734E+12;11.4435;11.443500;Déodorant Ice Dive;840462;7711;<p>Déodorant ice dive ADIDAS L'atomiseur 150ml</p>;9916;ADIDAS;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002000;1.000000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-120;1;;;
172014057;centraleachatexport.com/30130-small_default/deodorant-champions-league.jpg;1;3,60734E+12;11.4435;11.443500;Déodorant champions league;840165;7712;Déodorant champions league ADIDAS L'atomiseur 150ml;9938;ADIDAS;1,2,6261,6270,6351,6488,6948;6;6.000000;0.006720;2.430000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-120;1;;;
172014058;centraleachatexport.com/37223-small_default/deodorant-deep-energy.jpg;1;3,60735E+12;11.4435;11.443500;Déodorant Deep Energy;840181;7713;<p>Déodorant deep energy ADIDAS L'atomiseur 150ml</p>;9940;ADIDAS;1,2,6261,6270,6351,6488,6948;6;6.000000;0.006720;2.430000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-120;1;;;
172014059;centraleachatexport.com/27106-small_default/deodorant-homme-dry.jpg;1;4,00581E+12;33.8958;33.895800;Déodorant homme dry;844027;7714;Déodorant homme dry NIVEA L'atomiseur 200ml;9997;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.006479;2.117000;Conditionnement-L'atomiseur 200ml,Unité par carton-12,NB carton/palette-175;1;;;
172014060;centraleachatexport.com/30152-small_default/deodorant-bille-homme-dry.jpg;1;4,00581E+12;33.8958;33.895800;Déodorant bille 48h Dry Impact homme;843888;7715;<p>Déodorant bille 48h Dry Impact homme NIVEA Le flacon 50ml</p>;9968;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.003120;1.000000;Conditionnement-Le flacon 50ml,Unité par carton-12,NB carton/palette-380;1;;;
172014061;centraleachatexport.com/28789-small_default/deodorant-homme-fresh-active.jpg;1;4,00581E+12;32.8536;32.853600;Déodorant Fresh Active homme;843862;7716;<p>Déodorant Fresh Active homme NIVEA L'atomiseur 200ml</p>;9966;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.006160;3.000000;Conditionnement-L'atomiseur 200ml,Unité par carton-12,NB carton/palette-192;1;;;
172014062;centraleachatexport.com/28790-small_default/deodorant-homme.jpg;1;4,00581E+12;32.8536;32.853600;Déodorant Cool Kick homme;843821;7717;"<p class=""heading""><span>Déodorant Cool Kick </span>homme NIVEA L'atomiseur 200ml</p>";9978;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.006160;3.000000;Conditionnement-L'atomiseur 200ml,Unité par carton-12,NB carton/palette-192;1;;;
172014063;centraleachatexport.com/28791-small_default/deodorant-bille-homme-silver-protect.jpg;1;4,00581E+12;33.8958;33.895800;Déodorant bille homme silver protect;844043;7718;Déodorant bille homme silver protect NIVEA Le flacon 50ml;9974;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.001728;2.010000;Conditionnement-Le flacon 50ml,Unité par carton-12,NB carton/palette-380;1;;;
172014064;centraleachatexport.com/27107-small_default/deodorant-bille-homme-fresh-activ.jpg;1;4,00581E+12;32.589;32.589000;Déodorant bille homme fresh activ;843680;7719;Déodorant bille homme fresh activ NIVEA Le flacon 50ml;9985;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.008320;1.000000;Conditionnement-Le flacon 50ml,Unité par carton-12,NB carton/palette-380;1;;;
172014065;centraleachatexport.com/28795-small_default/deodorant-femme-sensitive-pure.jpg;1;4,00581E+12;32.6268;32.626800;Déodorant femme sensitive & pure;843607;7720;Déodorant femme sensitive &amp; pure  NIVEA L'atomiseur 200ml;32.6268;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.006160;2.100000;Conditionnement-L'atomiseur 200ml,Unité par carton-12,NB carton/palette-85;1;;
172014068;centraleachatexport.com/27110-small_default/deodorant-homme-dry.jpg;1;4,00581E+12;35.8092;35.809200;Déodorant homme dry;593426;7723;Déodorant homme dry NIVEA Le pack 2 x 200ml;10000;NIVEA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.007502;2.400000;Conditionnement-Le pack 2 x 200ml,Unité par carton-6,NB carton/palette-128;1;;;
172014069;centraleachatexport.com/28797-small_default/deodorant-bille-dry-impact.jpg;1;4,00581E+12;34.0191;34.019100;Déodorant bille dry impact;593442;7724;<p>Déodorant bille dry impact NIVEA Le pack 2 x 50</p>;10000;NIVEA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002700;0.600000;Conditionnement-Le pack 2 x 50,Unité par carton-6,NB carton/palette-320;1;;;
172014070;centraleachatexport.com/27111-small_default/deodorant-bille-pure-invisible.jpg;1;4,00581E+12;40.1391;40.139100;Déodorant bille pure invisible;818005;7725;Déodorant bille pure invisible NIVEA Le pack 2 x 50ml;10000;NIVEA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002700;0.600000;Conditionnement-Le pack 2 x 50ml,Unité par carton-6,NB carton/palette-320;1;;;
172014071;centraleachatexport.com/30166-small_default/deodorant-bille-invisible-black-white.jpg;1;4,00581E+12;36.7938;36.793800;Déodorant bille invisible black & white;843722;7726;Déodorant bille invisible black &amp; white NIVEA Le pack 2 x 50ml;36.7938;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.002700;1.000000;Conditionnement-Le pack 2 x 50ml,Unité par carton-12,NB carton/palette-150;1;;
172014073;centraleachatexport.com/28800-small_default/deodorant-bille-femme-fresh-natural.jpg;1;4,00581E+12;36.7938;36.793800;Déodorant bille femme fresh natural;843904;7728;Déodorant bille femme fresh natural NIVEA Le flacon 50ml;9988;NIVEA;1,2,6261,6270,6351,6488,6948;12;0.000000;0.003120;1.000000;Conditionnement-Le flacon 50ml,Unité par carton-12,NB carton/palette-380;1;;;
172014074;centraleachatexport.com/30149-small_default/deodorant-femme-invisible-clear-black-white.jpg;1;4,0059E+12;32.6268;32.626800;Déodorant femme invisible clear black & white;841429;7729;Déodorant femme invisible clear black &amp; white NIVEA L'atomiseur 200ml;32.6268;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.006160;2.070000;Conditionnement-L'atomiseur 200ml,Unité par carton-12,NB carton/palette-192;1;;
172014075;centraleachatexport.com/27113-small_default/deodorant-homme-invisible-black-white.jpg;1;4,0059E+12;34.4268;34.426800;Déodorant homme invisible black & white;843623;7730;Déodorant homme invisible black &amp; white NIVEA L'atomiseur 200ml;34.4268;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.006160;0.200000;Conditionnement-L'atomiseur 200ml,Unité par carton-12,NB carton/palette-192;1;;
172014076;centraleachatexport.com/30139-small_default/deodorant-invisible-black-white.jpg;1;4,0059E+12;19.3824;19.382400;Déodorant invisible black & white;848341;7731;Déodorant invisible black &amp; white NIVEA L'atomiseur 100ml;19.3824;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.003276;1.200000;Conditionnement-L'atomiseur 100ml,Unité par carton-12,NB carton/palette-189;1;;
172014077;centraleachatexport.com/36961-small_default/deodorant-stress-protect.jpg;1;4,0059E+12;19.3824;19.382400;Déodorant stress protect;848788;7732;Déodorant stress protect NIVEA L'atomiseur 100ml;9969;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.003276;1.200000;Conditionnement-L'atomiseur 100ml,Unité par carton-12,NB carton/palette-203;1;;;
172014079;centraleachatexport.com/30140-small_default/deodorant-fresh-natural.jpg;1;4,0059E+12;19.3824;19.382400;Déodorant fresh natural;846980;7734;<p>Déodorant fresh natural NIVEA L'atomiseur 100ml</p>;9978;NIVEA;1,2,6261,6270,6351,6488,6948;12;12.000000;0.003276;1.200000;Conditionnement-L'atomiseur 100ml,Unité par carton-12,NB carton/palette-203;1;;;
172014080;centraleachatexport.com/27118-small_default/deodorant-musc.jpg;1;8,7116E+12;16.1712;16.171200;Déodorant Musc;841767;7735;Déodorant Musc REXONA L'atomiseur 200ml;9984;REXONA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.050000;1.200000;Conditionnement-L'atomiseur 200ml,Unité par carton-6,NB carton/palette-385;1;;;
172014081;centraleachatexport.com/27119-small_default/deodorant-crystal-clear-aqua.jpg;1;8,7116E+12;16.1712;16.171200;Déodorant crystal clear aqua;841783;7736;Déodorant crystal clear aqua REXONA L'atomiseur 200ml;9985;REXONA;1,2,6261,6270,6351,6488,6948;6;6.000000;0.003300;1.120000;Conditionnement-L'atomiseur 200ml,Unité par carton-6,NB carton/palette-330;1;;;
172014082;centraleachatexport.com/30134-small_default/deodorant-axe-apollo.jpg;1;8,7117E+12;15.9156;15.915600;Déodorant Apollo;823641;7737;<p>Déodorant axe apollo AXE L'atomiseur 150ml</p>;9969;AXE;1,2,6261,6270,6351,6488,6948;6;6.000000;0.000504;0.896000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-288;1;;;
172014083;centraleachatexport.com/27120-small_default/deodorant-peau-sensible.jpg;1;8,7117E+12;18.3123;18.312300;Déodorant peau sensible;587204;7738;Déodorant peau sensible WILLIAMS EXPERT Le stick 75ml;10000;WILLIAMS EXPERT;1,2,6261,6270,6351,6488,6948;6;6.000000;0.001859;0.450000;Conditionnement-Le stick 75ml,Unité par carton-6,NB carton/palette-594;1;;;
172014085;centraleachatexport.com/29380-small_default/deodorant-axe-hot-fever.jpg;1;8,71256E+12;15.9156;15.915600;Déodorant axe hot fever;842526;7740;Déodorant axe hot fever AXE L'atomiseur 150ml;9973;AXE;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002805;0.896000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-384;1;;;
172014086;centraleachatexport.com/30147-small_default/deodorant-spray-marine.jpg;1;8,71256E+12;21.0123;21.012300;Déodorant spray  marine;841809;7741;Déodorant spray  marine AXE Le flacon 150ml;9962;AXE;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002805;0.750000;Conditionnement-Le flacon 150ml,Unité par carton-6,NB carton/palette-192;1;;;
172014087;centraleachatexport.com/37721-small_default/deodorant-musk.jpg;1;8,71256E+12;21.0123;21.012300;Déodorant Musk;841841;7742;Déodorant Musk AXE L'atomiseur 150ml;9981;AXE;1,2,6261,6270,6351,6488,6948;6;6.000000;0.002288;0.900000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-384;1;;;
172014089;centraleachatexport.com/37993-small_default/deodorant-homme-anti-trace.jpg;1;8,71479E+12;20.529;20.529000;Déodorant homme anti-trace;843706;7744;Déodorant homme anti-trace SANEX L'atomiseur 200ml;10000;SANEX;1,2,6261,6270,6351,6488,6948;6;6.000000;0.003900;1.600000;Conditionnement-L'atomiseur 200ml,Unité par carton-6,NB carton/palette-240;1;;;
172014090;centraleachatexport.com/30142-small_default/deodorant-naturprotect.jpg;1;8,71479E+12;19.2969;19.296900;Déodorant NaturProtect Peach Sensitive Skin;843748;7745;<p>Déodorant naturprotect SANEX L'atomiseur 200ml</p>;10000;SANEX;1,2,6261,6270,6351,6488,6948;6;6.000000;0.001386;0.500000;Conditionnement-L'atomiseur 200ml,Unité par carton-6,NB carton/palette-240;1;;;
172014091;centraleachatexport.com/30167-small_default/deodorant-stick.jpg;1;8,71479E+12;41.8914;41.891400;Déodorant stick;843763;7746;Déodorant stick SANEX Le stick 75ml;9999;SANEX;1,2,6261,6270,6351,6488,6948;12;12.000000;0.005382;3.000000;Conditionnement-Le stick 75ml,Unité par carton-12,NB carton/palette-216;1;;;
172014092;centraleachatexport.com/30138-small_default/deodorant-invisible-dry.jpg;1;8,71716E+12;18.2268;18.226800;Déodorant invisible dry;596783;7747;Déodorant invisible dry DOVE L'atomiseur 200ml;10000;DOVE;1,2,6261,6270,6351,6488,6948;6;6.000000;0.029568;1.200000;Conditionnement-L'atomiseur 200ml,Unité par carton-6,NB carton/palette-384;1;;;
172014094;centraleachatexport.com/30135-small_default/deodorant-axe-dark.jpg;1;8,71764E+12;15.9156;15.915600;Déodorant axe dark;842369;7749;Déodorant axe dark AXE L'atomiseur 150ml;9970;AXE;1,2,6261,6270,6351,6488,6948;6;6.000000;0.003570;0.888000;Conditionnement-L'atomiseur 150ml,Unité par carton-6,NB carton/palette-384;1;;;
172015001;centraleachatexport.com/27866-small_default/eau-de-cologne-naturelle.jpg;1;3,01756E+12;54.7002;54.700200;Eau de cologne naturelle;799304;7750;Eau de cologne naturelle BIEN-ETRE Le flacon 250ml;9997;BIEN-ETRE;1,2,6261,6270,6351,6501,6948;12;12.000000;0.036000;4.000000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-95;1;;;
172015002;centraleachatexport.com/27867-small_default/eau-de-cologne-lavande-naturelle.jpg;1;3,01756E+12;54.7002;54.700200;Eau de cologne lavande naturelle;799320;7751;Eau de cologne lavande naturelle BIEN-ETRE Le flacon 250ml;9997;BIEN-ETRE;1,2,6261,6270,6351,6501,6948;12;12.000000;0.036000;0.250000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-95;1;;;
172015003;centraleachatexport.com/30173-small_default/eau-de-cologne-essences-fraiches.jpg;1;3,01756E+12;54.7002;54.700200;Eau de cologne essences fraîches;799346;7752;Eau de cologne essences fraîches BIEN-ETRE Le flacon 250ml;9998;BIEN-ETRE;1,2,6261,6270,6351,6501,6948;12;12.000000;0.009044;5.600000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-95;1;;;
172015004;centraleachatexport.com/30170-small_default/eau-de-cologne-ambree-authentique.jpg;1;3,05007E+12;50.0382;50.038200;Eau de Cologne ambrée authentique;800607;7753;Eau de Cologne ambrée authentique MONT SAINT MICHEL Le flacon 250ml;9987;MONT SAINT MICHEL;1,2,6261,6270,6351,6501,6948;12;12.000000;0.008800;6.000000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-114;1;;;
172015005;centraleachatexport.com/30174-small_default/eau-de-toilette-rouge.jpg;1;3,05007E+12;114.003;114.003000;Eau de toilette (rouge);842229;7754;<p>Eau de toilette (rouge) SCORPIO Le flacon 75ml</p>;9998;SCORPIO;1,2,6261,6270,6351,6502,6948;12;12.000000;0.007038;2.700000;Conditionnement-Le flacon 75ml,Unité par carton-12,NB carton/palette-168;1;;;
172015006;centraleachatexport.com/30169-small_default/eau-de-cologne-naturelle.jpg;1;3,05007E+12;50.0382;50.038200;Eau de cologne naturelle;800441;7755;Eau de cologne naturelle  MONT SAINT MICHEL Le flacon 250ml;9993;MONT SAINT MICHEL;1,2,6261,6270,6351,6501,6948;12;12.000000;0.009350;6.000000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-114;1;;;
172015008;centraleachatexport.com/30171-small_default/eau-de-cologne-instant-ensoleille.jpg;1;3,17804E+12;50.0382;50.038200;Eau de Cologne instant ensoleillé;800664;7757;Eau de Cologne instant ensoleillé MONT SAINT MICHEL Le flacon 250ml;9993;MONT SAINT MICHEL;1,2,6261,6270,6351,6501,6948;12;12.000000;0.008840;6.200000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-114;1;;;
172015009;centraleachatexport.com/30168-small_default/eau-de-cologne-ambree.jpg;1;3,25856E+12;7.3323;7.332300;Eau de Cologne ambrée;801761;7758;Eau de Cologne ambrée BELLE FRANCE Le flacon 250ml;9782;BELLE FRANCE;1,2,6261,6270,6351,6501,6948;6;6.000000;0.004050;3.000000;Conditionnement-Le flacon 250ml,Unité par carton-6,NB carton/palette-240,Produits belle france -oui;1;;;
172015010;centraleachatexport.com/36361-small_default/eau-de-cologne-fraiche.jpg;1;3,25856E+12;7.3323;7.332300;Eau de Cologne Fraîche;801704;7759;<p>Eau de Cologne Fraîche BELLE FRANCE Le flacon 250ml</p>;9770;BELLE FRANCE;1,2,6261,6270,6351,6501,6948;6;6.000000;0.003825;3.000000;Conditionnement-Le flacon 250ml,Unité par carton-6,NB carton/palette-240,Produits belle france -oui;1;;;
172015011;centraleachatexport.com/36360-small_default/eau-de-cologne-lavande.jpg;1;3,25856E+12;7.3323;7.332300;Eau de Cologne Lavande;801746;7760;<p>Eau de Cologne Lavande BELLE FRANCE Le flacon 250ml</p>;9771;BELLE FRANCE;1,2,6261,6270,6351,6501,6948;6;6.000000;0.003825;3.000000;Conditionnement-Le flacon 250ml,Unité par carton-6,NB carton/palette-240,Produits belle france -oui;1;;;
172016001;centraleachatexport.com/27859-small_default/eau-de-toilette.jpg;1;3,01423E+12;102.9564;102.956400;Eau de toilette Brut Original;802181;7761;<p>Eau de toilette BRUT Le vaporisateur 100 ml</p>;9993;FABERGE;1,2,6261,6270,6351,6502,6948;12;12.000000;0.007168;3.200000;Conditionnement-Le vaporisateur 100 ml,Unité par carton-12,NB carton/palette-153;1;;;
172016002;centraleachatexport.com/29273-small_default/eau-nettoyante-hydratante.jpg;1;3,05832E+12;18.5967;18.596700;Eau nettoyante hydratante;801001;7762;<p>Eau nettoyante hydratante MIXA BEBE Le flacon 250ml</p>;10000;MIXA BEBE;1,2,6261,6270,6351,6648,6948;6;12.000000;0.008228;3.800000;Conditionnement-Le flacon 250ml,Unité par carton-12,NB carton/palette-96;1;;;
172017001;centraleachatexport.com/27868-small_default/dissolvant-ongles-express.jpg;1;3,01757E+12;14.9868;14.986800;Dissolvant ongles express;849067;7763;Dissolvant ongles express  MAYBELLINE Le flacon 125ml;9998;MAYBELLINE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.004416;3.200000;Conditionnement-Le flacon 125ml,Unité par carton-6,NB carton/palette-270;1;;;
172017002;centraleachatexport.com/27122-small_default/dissolvant-pour-les-ongles.jpg;1;3,17804E+12;29.709;29.709000;Dissolvant pour les ongles;809707;7764;Dissolvant pour les ongles DIADERMINE Le flacon 125ml;10000;DIADERMINE;1,2,6261,6270,6351,6581,6948;12;12.000000;0.003808;1.800000;Conditionnement-Le flacon 125ml,Unité par carton-12,NB carton/palette-308;1;;;
172017003;centraleachatexport.com/29351-small_default/dissolvant-verni-a-ongles.jpg;1;3,22405E+12;8.1288;8.128800;Dissolvant verni à ongles;810226;7765;Dissolvant verni à ongles  ROVAL Le flacon 125ml;9925;ROVAL;1,2,6261,6270,6351,6581,6948;12;12.000000;0.003808;2.500000;Conditionnement-Le flacon 125ml,Unité par carton-12,NB carton/palette-400;1;;;
172017004;centraleachatexport.com/28492-small_default/dissolvant-doux.jpg;1;3,25856E+12;4.2723;4.272300;Dissolvant doux;809723;7766;Dissolvant doux BELLE FRANCE Le flacon 125ml;9889;BELLE FRANCE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.003360;1.600000;Conditionnement-Le flacon 125ml,Unité par carton-6,NB carton/palette-684,Produits belle france -oui;1;;;
172017005;centraleachatexport.com/27123-small_default/maxi-polisseur-ongles.jpg;1;3,70021E+12;14.2857;14.285700;Maxi polisseur ongles;849083;7767;Maxi polisseur ongles ELLITE;9988;ELLITE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.000500;0.250000;Unité par carton-6,NB carton/palette-10;1;;;
172017006;centraleachatexport.com/27124-small_default/coupe-ongles.jpg;1;3,70021E+12;6.6789;6.678900;Coupe ongles;849026;7768;Coupe ongles  ELLITE;9981;ELLITE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.003600;1.000000;Unité par carton-6,NB carton/palette-370;1;;;
172017007;centraleachatexport.com/37855-small_default/limes-a-ongles.jpg;1;3,70021E+12;16.7688;16.768800;Limes à ongles;849000;7769;Limes à ongles  ELLITE Le paquet x 24;9984;ELLITE;1,2,6261,6270,6351,6581,6948;12;12.000000;0.008184;0.682000;Conditionnement-Le paquet x 24,Unité par carton-12,NB carton/palette-168;1;;;
172017008;centraleachatexport.com/37336-small_default/coupe-ongle-pedicure.jpg;1;3,70021E+12;8.9901;8.990100;Coupe ongle pédicure;849125;7770;Coupe ongle pédicure  ELLITE;9977;ELLITE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.000500;0.250000;Unité par carton-6,NB carton/palette-50;1;;;
172017009;centraleachatexport.com/27127-small_default/brosse-a-ongle-18-25.jpg;1;3,70021E+12;6.5367;6.536700;Brosse a ongle 18-25;849042;7771;Brosse a ongle 18-25 ELLITE;9984;ELLITE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.007904;0.598000;Unité par carton-6,NB carton/palette-180;1;;;
172017010;centraleachatexport.com/30176-small_default/vernis-a-ongles-incolore-n1.jpg;1;3,70021E+12;11.0934;11.093400;Vernis à ongles incolore n°1;764787;7772;Vernis à ongles incolore n°1 BERANGE Le flacon;9993;BERANGE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.000294;0.372000;Conditionnement-Le flacon,Unité par carton-6,NB carton/palette-48;1;;;
172017011;centraleachatexport.com/30175-small_default/vernis-a-ongles-rouge-n7.jpg;1;3,70021E+12;11.0934;11.093400;Vernis à ongles rouge n°7;764761;7773;Vernis à ongles rouge n°7 BERANGE Le flacon;9995;BERANGE;1,2,6261,6270,6351,6581,6948;6;6.000000;0.000294;0.372000;Conditionnement-Le flacon,Unité par carton-6,NB carton/palette-48;1;;;
172017012;centraleachatexport.com/38253-small_default/dissolvant-pour-les-ongles.jpg;1;3,70021E+12;16.9002;16.900200;Dissolvant pour les ongles;764720;7774;Dissolvant pour les ongles BERANGE Le flacon 100ml;9999;BERANGE;1,2,6261,6270,6351,6581,6948;12;12.000000;0.000192;0.156000;Conditionnement-Le flacon 100ml,Unité par carton-12,NB carton/palette-36;1;;;
172017013;centraleachatexport.com/30178-small_default/dissolvant-a-ongle.jpg;1;3,70021E+12;18.2646;18.264600;Dissolvant à ongle;764746;7775;Dissolvant à ongle  BERANGE Le flacon 100ml;10000;BERANGE;1,2,6261,6270,6351,6581,6948;12;12.000000;0.000192;0.156000;Conditionnement-Le flacon 100ml,Unité par carton-12,NB carton/palette-36;1;;;
172017014;centraleachatexport.com/30177-small_default/dissolvant-mousse-pour-les-ongles.jpg;1;3,70021E+12;33.0624;33.062400;Dissolvant mousse pour les ongles;576488;7776;Dissolvant mousse pour les ongles  BERANGE Le flacon;9999;BERANGE;1,2,6261,6270,6351,6581,6948;12;12.000000;0.002040;6.000000;Conditionnement-Le flacon,Unité par carton-12,NB carton/palette-468;1;;;
172018001;centraleachatexport.com/27836-small_default/rasoirs-jetables-orange.jpg;1;70330704152;24.315;24.315000;Rasoirs jetables orange;830489;7777;Rasoirs jetables orange BIC Le sachet x 10;9893;BIC;1,2,6261,6270,6351,6617,6948;20;20.000000;0.014326;1.200000;Conditionnement-Le sachet x 10,Unité par carton-20,NB carton/palette-64;1;;;
172018002;centraleachatexport.com/29889-small_default/apres-rasage.jpg;1;3,01423E+12;52.5582;52.558200;Après rasage;829820;7778;<p>Après rasage BRUT Le flacon 100ml</p>;9998;FABERGE;1,2,6261,6270,6351,6617,6948;12;12.000000;0.006944;3.600000;Conditionnement-Le flacon 100ml,Unité par carton-12,NB carton/palette-170;1;;;
172018003;centraleachatexport.com/38512-small_default/lames-bleue-extra.jpg;1;3,01426E+12;19.752;19.752000;Lames bleue extra;831164;7779;Lames bleue extra GILETTE La boite x 10;9979;GILLETTE;1,2,6261,6270,6351,6617,6948;10;10.000000;0.016128;0.500000;Conditionnement-La boite x 10,Unité par carton-10,NB carton/palette-63;1;;;
172018004;centraleachatexport.com/29932-small_default/lames-contour-.jpg;1;3,01426E+12;94.4505;94.450500;Lames Contour +;832162;7780;<p>Lames contour + GILETTE La boite x 10</p>;10000;GILLETTE;1,2,6261,6270,6351,6617,6948;10;0.000000;0.001150;0.800000;Conditionnement-La boite x 10,Unité par carton-10,NB carton/palette-35;1;;;
172018005;centraleachatexport.com/29933-small_default/lames-g-ii-.jpg;1;3,01426E+12;89.271;89.271000;Lames G II +;832188;7781;<p>Lames G II + GILETTE La boite x 10</p>;10000;GILLETTE;1,2,6261,6270,6351,6617,6948;10;0.000000;0.001380;0.800000;Conditionnement-La boite x 10,Unité par carton-10,NB carton/palette-35;1;;;
172018006;centraleachatexport.com/29934-small_default/rasoirs-jetables-blue-ii-.jpg;1;3,01426E+12;89.367;89.367000;Rasoirs jetables Blue II +;805366;7782;<p>Rasoirs jetables blue II + GILETTE Le sachet x 10</p>;9990;GILLETTE;1,2,6261,6270,6351,6617,6948;20;20.000000;0.009405;1.500000;Conditionnement-Le sachet x 10,Unité par carton-20,NB carton/palette-98;1;;;
172018007;centraleachatexport.com/27128-small_default/rasoirs-jetables-blue-ii-slalom.jpg;1;3,01426E+12;87.345;87.345000;Rasoirs jetables Blue II + slalom;832782;7783;Rasoirs jetables Blue II + slalom GILETTE Le sachet x 10;9990;GILLETTE;1,2,6261,6270,6351,6617,6948;20;20.000000;0.011286;1.870000;Conditionnement-Le sachet x 10,Unité par carton-20,NB carton/palette-84;1;;;
172018008;centraleachatexport.com/39098-small_default/rasoir-mach-3.jpg;1;3,01426E+12;41.7492;41.749200;Rasoir Mach 3;831842;7784;Rasoir Mach 3 GILETTE Le rasoir;9996;GILLETTE;1,2,6261,6270,6351,6617,6948;6;0.000000;0.007854;3.000000;Conditionnement-Le rasoir,Unité par carton-6,NB carton/palette-35;1;;;
172018009;centraleachatexport.com/29937-small_default/rasoirs-jetables-blue-ii-femmes.jpg;1;3,01426E+12;86.493;86.493000;Rasoirs jetables Blue II femmes;832808;7785;<p>Rasoirs jetables blue II femmes GILETTE Le sachet x 10</p>;9994;GILLETTE;1,2,6261,6270,6351,6617,6948;20;20.000000;0.009405;1.800000;Conditionnement-Le sachet x 10,Unité par carton-20,NB carton/palette-98;1;;;
172018010;centraleachatexport.com/30194-small_default/creme-a-raser-normale.jpg;1;3,01581E+12;29.4048;29.404800;Crème à raser normale;828400;7786;Crème à raser normale PALMOLIVE Le tube 100ml;9997;PALMOLIVE;1,2,6261,6270,6351,6617,6948;24;24.000000;0.008740;2.000000;Conditionnement-Le tube 100ml,Unité par carton-24,NB carton/palette-105;1;;;
172018011;centraleachatexport.com/30182-small_default/bol-creme-a-raser.jpg;1;3,02488E+12;13.7934;13.793400;Bol crème à raser;828905;7787;Bol crème à raser MONSAVON Le bol 125g;9996;MONSAVON;1,2,6261,6270,6351,6617,6948;12;12.000000;0.002916;0.800000;Conditionnement-Le bol 125g,Unité par carton-12,NB carton/palette-48;1;;;
